model_name,MAE,Spearman
AutoGluon_base,61.76999735180111,0.3909622270899355
AutoGluon_log1p,62.03210683333831,0.3669951812845134
AutoGluon_base_log_ensemble,61.76999735180111,0.3909622270899355
TwoStage_soft,70.93251453517414,0.4092188888204066
TwoStage_hard_threshold,63.18958526685923,0.3871056416012538
