model_name,MAE,Spearman
AutoGluon_base,61.76999735180111,0.3909622270899355
AutoGluon_log1p,62.03210683333831,0.3669951812845134
AutoGluon_base_log_ensemble,61.76999735180111,0.3909622270899355
